Enrollment_ID,Student_ID,Gender,Programme,Academic_Year,Semester,Course_ID,Course_Name,Attempt_Number,Enrollment_Type,CA_Score,Assignment_Average,Test_Average,Attendance_Percentage,Number_of_Courses,Previous_Semester_GPA,Previous_Failed_Courses,Final_Exam_Score,Final_Result,Academic_Risk,Performance_Index,CA_Attendance_Ratio,CA_Below_50,Attendance_Below_70,Score_Consistency,Student_CA_Mean,Student_Attendance_Mean,Student_Assignment_Mean,Student_Test_Mean,Student_Performance_Std,Student_Low_CA_Count,Risk_Binary,Risk_Binary_Encoded
ENR000011,BSDS003,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,63.08,72.08,57.01,72.8,5,0.0,0,76.27,PASS,LOW,63.95899999999999,0.8664833974610717,0,0,7.58232374231893,61.26800000000001,77.97,70.458,54.181999999999995,4.711458553356909,0,LOW,1
ENR000012,BSDS003,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,61.94,78.97,44.26,75.58,5,0.0,0,64.6,PASS,LOW,61.745000000000005,0.8195288674875804,0,0,17.356014327412076,61.26800000000001,77.97,70.458,54.181999999999995,4.711458553356909,0,LOW,1
ENR000013,BSDS003,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,63.28,72.39,61.71,71.7,5,0.0,0,72.55,PASS,LOW,65.542,0.882566125165115,0,0,5.766561656076638,61.26800000000001,77.97,70.458,54.181999999999995,4.711458553356909,0,LOW,1
ENR000014,BSDS003,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,64.59,62.65,65.93,79.76,5,0.0,0,77.09,PASS,LOW,64.41,0.8098043117095898,0,0,1.649120977975847,61.26800000000001,77.97,70.458,54.181999999999995,4.711458553356909,0,LOW,1
ENR000015,BSDS003,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,53.45,66.2,42.0,90.01,5,0.0,0,71.14,PASS,LOW,53.84,0.5938228425927294,0,0,12.105818160427381,61.26800000000001,77.97,70.458,54.181999999999995,4.711458553356909,0,LOW,1
ENR000016,BSDS004,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,76.35,73.85,75.63,91.17,5,0.0,0,100.0,PASS,LOW,75.384,0.8374464366078274,0,0,1.286908440151565,73.608,84.24199999999999,72.078,77.01,6.380094380179653,0,LOW,1
ENR000017,BSDS004,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,68.73,73.05,68.75,76.8,5,0.0,0,100.0,PASS,LOW,70.03200000000001,0.8949217584737295,0,0,2.4883997535229985,73.608,84.24199999999999,72.078,77.01,6.380094380179653,0,LOW,1
ENR000018,BSDS004,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,82.27,68.57,81.9,88.04,5,0.0,0,100.0,PASS,LOW,78.049,0.9344615022192749,0,0,7.805081677983907,73.608,84.24199999999999,72.078,77.01,6.380094380179653,0,LOW,1
ENR000019,BSDS004,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,80.76,77.01,87.69,74.57,5,0.0,0,99.84,PASS,LOW,81.714,1.0830091078169362,0,0,5.418330001024297,73.608,84.24199999999999,72.078,77.01,6.380094380179653,0,LOW,1
ENR000020,BSDS004,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,59.93,67.91,71.08,90.63,5,0.0,0,83.41,PASS,LOW,65.669,0.6612599954474241,0,0,5.7453140326124315,73.608,84.24199999999999,72.078,77.01,6.380094380179653,0,LOW,1
ENR000021,BSDS005,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,70.67,64.72,83.33,78.64,5,0.0,0,85.51,PASS,LOW,72.68299999999999,0.8986519711785388,0,0,9.504474384905949,70.546,81.31,69.8,69.724,6.48569258445079,0,LOW,1
ENR000022,BSDS005,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,69.42,79.55,54.79,81.32,5,0.0,0,84.86,PASS,LOW,68.07,0.8536644301937494,0,0,12.447967705613634,70.546,81.31,69.8,69.724,6.48569258445079,0,LOW,1
ENR000023,BSDS005,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,70.24,74.69,69.87,73.54,5,0.0,0,86.43,PASS,LOW,71.464,0.9551263319110235,0,0,2.682405636737291,70.546,81.31,69.8,69.724,6.48569258445079,0,LOW,1
ENR000024,BSDS005,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,80.74,75.25,76.57,77.71,5,0.0,0,81.82,PASS,LOW,77.842,1.0389909871328031,0,0,2.8656412894847794,70.546,81.31,69.8,69.724,6.48569258445079,0,LOW,1
ENR000025,BSDS005,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,61.66,54.79,64.06,95.34,5,0.0,0,86.66,PASS,LOW,60.319,0.6467379225154265,0,0,4.81126802412836,70.546,81.31,69.8,69.724,6.48569258445079,0,LOW,1
ENR000026,BSDS006,Female,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,49.03,54.47,47.79,61.89,5,0.0,0,70.82,PASS,MEDIUM,50.28999999999999,0.7922118610095554,1,1,3.553252031590216,52.846000000000004,66.45,51.367999999999995,53.291999999999994,4.589010274558121,2,AT_RISK,0
ENR000027,BSDS006,Female,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,52.32,47.08,54.93,68.75,5,0.0,0,67.71,PASS,MEDIUM,51.53099999999999,0.7610180711246441,0,1,3.9977535358415155,52.846000000000004,66.45,51.367999999999995,53.291999999999994,4.589010274558121,2,AT_RISK,0
ENR000028,BSDS006,Female,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,48.79,48.13,45.25,70.66,5,0.0,0,68.17,PASS,MEDIUM,47.53,0.6904895711166754,1,0,1.8824452183264193,52.846000000000004,66.45,51.367999999999995,53.291999999999994,4.589010274558121,2,AT_RISK,0
ENR000029,BSDS006,Female,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,58.84,57.75,62.96,66.11,5,0.0,0,71.19,PASS,LOW,59.748999999999995,0.8900316306108561,0,1,2.747926491010995,52.846000000000004,66.45,51.367999999999995,53.291999999999994,4.589010274558121,2,LOW,1
ENR000030,BSDS006,Female,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,55.25,49.41,55.53,64.84,5,0.0,0,66.54,PASS,MEDIUM,53.582,0.852097339281718,0,1,3.4553919218134066,52.846000000000004,66.45,51.367999999999995,53.291999999999994,4.589010274558121,2,AT_RISK,0
ENR000031,BSDS007,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,73.68,73.44,75.56,89.42,5,0.0,0,92.27,PASS,LOW,74.172,0.8239766468377716,0,0,1.16091917605548,69.02799999999999,82.762,69.53999999999999,69.242,4.377644652093172,0,LOW,1
ENR000032,BSDS007,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,68.01,69.98,70.86,79.37,5,0.0,0,98.88,PASS,LOW,69.456,0.8568727659225442,0,0,1.4593263285959468,69.02799999999999,82.762,69.53999999999999,69.242,4.377644652093172,0,LOW,1
ENR000033,BSDS007,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,73.19,62.8,77.37,73.24,5,0.0,0,90.38,PASS,LOW,71.327,0.9993171764995663,0,0,7.502326305886731,69.02799999999999,82.762,69.53999999999999,69.242,4.377644652093172,0,LOW,1
ENR000034,BSDS007,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,68.78,74.21,63.92,84.68,5,0.0,0,85.21,PASS,LOW,68.951,0.8122341978939303,0,0,5.14763052287166,69.02799999999999,82.762,69.53999999999999,69.242,4.377644652093172,0,LOW,1
ENR000035,BSDS007,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,61.48,67.27,58.5,87.1,5,0.0,0,86.4,PASS,LOW,62.32299999999999,0.7058552576515204,0,0,4.4593983151691345,69.02799999999999,82.762,69.53999999999999,69.242,4.377644652093172,0,LOW,1
ENR000036,BSDS008,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,64.67,61.64,65.81,71.57,5,0.0,0,76.83,PASS,LOW,64.10300000000001,0.9035907637849988,0,0,2.155203006679418,64.124,72.58,64.328,64.716,6.515278520523894,0,LOW,1
ENR000037,BSDS008,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,51.59,65.02,48.28,72.21,5,0.0,0,70.12,PASS,MEDIUM,54.626000000000005,0.7144438838881203,0,0,8.865180953219921,64.124,72.58,64.328,64.716,6.515278520523894,0,AT_RISK,0
ENR000038,BSDS008,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,73.5,67.57,73.66,74.02,5,0.0,0,78.44,PASS,LOW,71.769,0.9929747375067904,0,0,3.4707972186996683,64.124,72.58,64.328,64.716,6.515278520523894,0,LOW,1
ENR000039,BSDS008,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,62.35,61.38,64.71,75.38,5,0.0,0,83.87,PASS,LOW,62.766999999999996,0.8271423683812194,0,0,1.7126684831961254,64.124,72.58,64.328,64.716,6.515278520523894,0,LOW,1
ENR000040,BSDS008,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,68.51,66.03,71.12,69.72,5,0.0,0,78.36,PASS,LOW,68.549,0.9826447242334017,0,1,2.5452766712743315,64.124,72.58,64.328,64.716,6.515278520523894,0,LOW,1
ENR000041,BSDS009,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,62.71,62.16,63.09,78.38,5,0.0,0,78.98,PASS,LOW,62.659000000000006,0.8000764480637347,0,0,0.46758243479982925,61.80799999999999,74.25399999999999,60.402,61.434000000000005,2.8545460234510154,0,LOW,1
ENR000042,BSDS009,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,65.57,61.14,61.28,68.14,5,0.0,0,80.07,PASS,LOW,62.95399999999999,0.9622833926792789,0,1,2.518220271011516,61.80799999999999,74.25399999999999,60.402,61.434000000000005,2.8545460234510154,0,LOW,1
ENR000043,BSDS009,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,62.92,57.6,66.27,88.62,5,0.0,0,92.87,PASS,LOW,62.329,0.7099976630560073,0,0,4.372142876591902,61.80799999999999,74.25399999999999,60.402,61.434000000000005,2.8545460234510154,0,LOW,1
ENR000044,BSDS009,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,52.29,60.09,57.5,67.89,5,0.0,0,73.31,PASS,MEDIUM,56.193,0.7702164132837805,0,1,3.972660737255744,61.80799999999999,74.25399999999999,60.402,61.434000000000005,2.8545460234510154,0,AT_RISK,0
ENR000045,BSDS009,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,65.55,61.02,59.03,68.24,5,0.0,0,79.01,PASS,LOW,62.235,0.9605801640415937,0,1,3.3414418045707928,61.80799999999999,74.25399999999999,60.402,61.434000000000005,2.8545460234510154,0,LOW,1
ENR000046,BSDS010,Female,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,69.38,69.4,76.57,78.17,5,0.0,0,100.0,PASS,LOW,71.543,0.8875526560633674,0,0,4.145386994399112,66.46799999999999,84.878,71.41,64.214,4.441655412118326,0,LOW,1
ENR000047,BSDS010,Female,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,65.05,68.4,54.93,90.47,5,0.0,0,87.14,PASS,LOW,63.01899999999999,0.7190228010364981,0,0,7.012819214362607,66.46799999999999,84.878,71.41,64.214,4.441655412118326,0,LOW,1
ENR000048,BSDS010,Female,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,64.36,62.53,65.84,90.88,5,0.0,0,90.25,PASS,LOW,64.255,0.7081865417928541,0,0,1.6580812203668844,66.46799999999999,84.878,71.41,64.214,4.441655412118326,0,LOW,1
ENR000049,BSDS010,Female,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,71.85,81.05,65.09,79.06,5,0.0,0,93.09,PASS,LOW,72.582,0.9088033254739025,0,0,8.011025735405752,66.46799999999999,84.878,71.41,64.214,4.441655412118326,0,LOW,1
ENR000050,BSDS010,Female,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,61.7,75.67,58.64,85.81,5,0.0,0,94.99,PASS,LOW,64.97300000000001,0.7190303322421242,0,0,9.07877928651938,66.46799999999999,84.878,71.41,64.214,4.441655412118326,0,LOW,1
ENR000051,BSDS011,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,82.42,73.94,88.73,87.35,5,0.0,0,100.0,PASS,LOW,81.769,0.943560281218056,0,0,7.421484577450348,77.64,86.13199999999999,79.38,77.412,7.963561125526693,0,LOW,1
ENR000052,BSDS011,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,87.08,89.6,86.37,85.5,5,0.0,0,100.0,PASS,LOW,87.623,1.0184794130433434,0,0,1.697419610271225,77.64,86.13199999999999,79.38,77.412,7.963561125526693,0,LOW,1
ENR000053,BSDS011,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,77.73,86.76,66.6,89.55,5,0.0,0,100.0,PASS,LOW,77.10000000000001,0.868006603237677,0,0,10.098212713148802,77.64,86.13199999999999,79.38,77.412,7.963561125526693,0,LOW,1
ENR000054,BSDS011,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,65.1,71.9,61.01,72.72,5,0.0,0,99.73,PASS,LOW,65.913,0.8952143983478549,0,0,5.500912045591475,77.64,86.13199999999999,79.38,77.412,7.963561125526693,0,LOW,1
ENR000055,BSDS011,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,75.87,74.7,84.35,95.54,5,0.0,0,80.6,PASS,LOW,78.063,0.794117563939966,0,0,5.266273192052733,77.64,86.13199999999999,79.38,77.412,7.963561125526693,0,LOW,1
ENR000056,BSDS012,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,71.62,81.04,75.18,83.97,5,0.0,0,94.16,PASS,LOW,75.51400000000001,0.8529235616382563,0,0,4.756567389760534,73.75,78.55199999999999,79.378,75.394,1.7217375816308331,0,LOW,1
ENR000057,BSDS012,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,73.65,79.04,74.38,75.23,5,0.0,0,86.34,PASS,LOW,75.486,0.9789976101292556,0,0,2.9240554030318946,73.75,78.55199999999999,79.378,75.394,1.7217375816308331,0,LOW,1
ENR000058,BSDS012,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,75.8,75.91,81.09,76.94,5,0.0,0,95.88,PASS,LOW,77.42,0.9851831316372327,0,0,3.0229290431632734,73.75,78.55199999999999,79.378,75.394,1.7217375816308331,0,LOW,1
ENR000059,BSDS012,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,71.68,73.8,75.59,80.65,5,0.0,0,91.51,PASS,LOW,73.489,0.8887785630776736,0,0,1.9573195957737695,73.75,78.55199999999999,79.378,75.394,1.7217375816308331,0,LOW,1
ENR000060,BSDS012,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,76.0,87.1,70.73,75.97,5,0.0,0,90.76,PASS,LOW,77.749,1.0003947610379411,0,0,8.356233202426393,73.75,78.55199999999999,79.378,75.394,1.7217375816308331,0,LOW,1
ENR000061,BSDS013,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,65.83,62.07,64.78,71.67,5,0.0,0,72.58,PASS,LOW,64.387,0.9185152897285768,0,0,1.940111680634218,53.838,74.31,58.402,53.524,8.322514734141357,2,LOW,1
ENR000062,BSDS013,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,42.01,57.69,37.45,68.43,5,0.0,0,79.09,PASS,MEDIUM,45.346000000000004,0.6139119371749323,1,1,10.616917317815624,53.838,74.31,58.402,53.524,8.322514734141357,2,AT_RISK,0
ENR000063,BSDS013,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,62.24,59.87,62.48,83.98,5,0.0,0,96.97,PASS,LOW,61.601,0.7411287519494222,0,0,1.442601816164115,53.838,74.31,58.402,53.524,8.322514734141357,2,LOW,1
ENR000064,BSDS013,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,53.13,63.72,53.22,80.3,5,0.0,0,78.48,PASS,LOW,56.334,0.661643753219956,0,0,6.0883248927763365,53.838,74.31,58.402,53.524,8.322514734141357,2,LOW,1
ENR000065,BSDS013,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,45.98,48.66,49.69,67.17,5,0.0,0,80.58,PASS,MEDIUM,47.897,0.6845316831127461,1,1,1.9151762320998038,53.838,74.31,58.402,53.524,8.322514734141357,2,AT_RISK,0
ENR000066,BSDS014,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,72.82,67.97,76.37,82.19,5,0.0,0,77.15,PASS,LOW,72.43,0.8859957554452177,0,0,4.216732542304925,64.822,75.378,67.764,65.264,6.631163261449688,0,LOW,1
ENR000067,BSDS014,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,58.67,67.8,52.23,86.68,5,0.0,0,72.17,PASS,LOW,59.477000000000004,0.6768573284659288,0,0,7.823633000935904,64.822,75.378,67.764,65.264,6.631163261449688,0,LOW,1
ENR000068,BSDS014,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,71.23,72.51,77.8,66.34,5,0.0,0,83.06,PASS,LOW,73.58500000000001,1.07371102295583,0,1,3.482992008795499,64.822,75.378,67.764,65.264,6.631163261449688,0,LOW,1
ENR000069,BSDS014,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,60.37,65.62,60.79,71.47,5,0.0,0,81.98,PASS,LOW,62.071,0.8446899615656972,0,0,2.9174132377844626,64.822,75.378,67.764,65.264,6.631163261449688,0,LOW,1
ENR000070,BSDS014,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,61.02,64.92,59.13,70.21,5,0.0,0,69.2,PASS,LOW,61.623000000000005,0.8691068410330665,0,0,2.9525751472231825,64.822,75.378,67.764,65.264,6.631163261449688,0,LOW,1
ENR000071,BSDS015,Female,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,73.25,78.64,74.17,76.29,5,0.0,0,89.15,PASS,LOW,75.143,0.9601519255273395,0,0,2.883267821991799,64.362,77.324,68.51,63.194,6.7612708494779294,0,LOW,1
ENR000072,BSDS015,Female,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,62.75,57.67,70.51,85.59,5,0.0,0,88.51,PASS,LOW,63.554,0.7331463099490232,0,0,6.466446731655133,64.362,77.324,68.51,63.194,6.7612708494779294,0,LOW,1
ENR000073,BSDS015,Female,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,56.9,58.72,55.14,74.98,5,0.0,0,86.48,PASS,LOW,56.918,0.7588689305322844,0,0,1.7900837969212495,64.362,77.324,68.51,63.194,6.7612708494779294,0,LOW,1
ENR000074,BSDS015,Female,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,67.1,78.83,57.87,74.0,5,0.0,0,80.09,PASS,LOW,67.85,0.9067566342220763,0,0,10.50481952883215,64.362,77.324,68.51,63.194,6.7612708494779294,0,LOW,1
ENR000075,BSDS015,Female,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,61.81,68.69,58.28,75.76,5,0.0,0,89.29,PASS,LOW,62.815,0.8158657846006091,0,0,5.294075304841565,64.362,77.324,68.51,63.194,6.7612708494779294,0,LOW,1
ENR000076,BSDS016,Male,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,76.38,84.57,66.8,80.62,5,0.0,0,100.0,PASS,LOW,75.963,0.947407473653253,0,0,8.89405606758431,77.066,79.426,76.72,75.242,3.881357043612457,0,LOW,1
ENR000077,BSDS016,Male,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,72.55,69.14,76.45,67.35,5,0.0,0,91.89,PASS,LOW,72.697,1.0772084517879061,0,1,3.6577360939976713,77.066,79.426,76.72,75.242,3.881357043612457,0,LOW,1
ENR000078,BSDS016,Male,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,78.22,77.32,72.59,80.43,5,0.0,0,95.21,PASS,LOW,76.261,0.9725225696229552,0,0,3.02434014841805,77.066,79.426,76.72,75.242,3.881357043612457,0,LOW,1
ENR000079,BSDS016,Male,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,73.39,76.83,72.93,87.02,5,0.0,0,99.5,PASS,LOW,74.28399999999999,0.8433692434648077,0,0,2.131321968481843,77.066,79.426,76.72,75.242,3.881357043612457,0,LOW,1
ENR000080,BSDS016,Male,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,84.79,75.74,87.44,81.71,5,0.0,0,88.95,PASS,LOW,82.87,1.0376941576680754,0,0,6.134805077044695,77.066,79.426,76.72,75.242,3.881357043612457,0,LOW,1
ENR000081,BSDS017,Female,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,51.37,63.76,46.73,83.29,5,0.0,0,66.49,PASS,MEDIUM,53.695,0.6167606415223145,0,0,8.804000984400975,60.42,79.088,61.794000000000004,59.431999999999995,6.192624863496903,0,AT_RISK,0
ENR000082,BSDS017,Female,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,69.06,62.74,72.44,72.42,5,0.0,0,74.52,PASS,LOW,68.178,0.9536038451251249,0,0,4.923697797387648,60.42,79.088,61.794000000000004,59.431999999999995,6.192624863496903,0,LOW,1
ENR000083,BSDS017,Female,Bachelor of Science in Data Science,1,1,BICT1103,Computer and Communication Technology,1,NEW,59.03,49.14,62.92,80.69,5,0.0,0,67.69,PASS,LOW,57.23,0.7315651590574843,0,0,7.104371893418869,60.42,79.088,61.794000000000004,59.431999999999995,6.192624863496903,0,LOW,1
ENR000084,BSDS017,Female,Bachelor of Science in Data Science,1,1,COMM1101,Communication Skills I,1,NEW,66.78,69.98,60.71,82.89,5,0.0,0,97.97,PASS,LOW,65.91900000000001,0.8056459397218072,0,0,4.70846400998599,60.42,79.088,61.794000000000004,59.431999999999995,6.192624863496903,0,LOW,1
ENR000085,BSDS017,Female,Bachelor of Science in Data Science,1,1,MATH1101,Precalculus,1,NEW,55.86,63.35,54.36,76.15,5,0.0,0,79.99,PASS,LOW,57.657,0.7335521032761518,0,0,4.816122229899626,60.42,79.088,61.794000000000004,59.431999999999995,6.192624863496903,0,LOW,1
ENR000086,BSDS018,Female,Bachelor of Science in Data Science,1,1,BICT1101,End User Computing,1,NEW,66.72,69.56,61.79,70.86,5,0.0,0,84.69,PASS,LOW,66.093,0.9415748036163133,0,0,3.9315688132516957,64.402,80.30799999999999,71.046,59.61800000000001,3.8076262946880677,0,LOW,1
ENR000087,BSDS018,Female,Bachelor of Science in Data Science,1,1,BICT1102,Introduction to Programming,1,NEW,57.43,61.49,59.46,84.12,5,0.0,0,75.9,PASS,LOW,59.257000000000005,0.6827150876468036,0,0,2.030000000000001,64.402,80.30799999999999,71.046,59.61800000000001,3.8076262946880677,0,LOW,1
